sample_index,relative_path,method,reviewer_id,visually_plausible,obvious_artifact,artifact_type,review_scope,item_verdict,rating_source,output_resolved,provenance_class,independent,automated_assistance
273,day3/members/tien/20_0155.webp,diffusion_low_step,author,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass1,,structured_author_inspection,no,no
273,day3/members/tien/20_0155.webp,diffusion_low_step,partner,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
274,day3/members/tien/20_0434.webp,diffusion_low_step,author,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass1,,structured_author_inspection,no,no
274,day3/members/tien/20_0434.webp,diffusion_low_step,partner,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
275,day3/members/werner/08_0619.webp,diffusion_low_step,author,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass1,,structured_author_inspection,no,no
275,day3/members/werner/08_0619.webp,diffusion_low_step,partner,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
276,day3/members/werner/08_0688.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
276,day3/members/werner/08_0688.webp,diffusion_low_step,partner,0,1,possible_partial_or_profile_artifact,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
277,day4/members/allie/08_0040.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
277,day4/members/allie/08_0040.webp,diffusion_low_step,partner,0,1,possible_partial_or_profile_artifact,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
278,day4/members/allie/09_0480.webp,diffusion_low_step,author,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass1,,structured_author_inspection,no,no
278,day4/members/allie/09_0480.webp,diffusion_low_step,partner,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
279,day4/members/allie/12_0604.webp,diffusion_low_step,author,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass1,,structured_author_inspection,no,no
279,day4/members/allie/12_0604.webp,diffusion_low_step,partner,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
280,day4/members/allie/18_0334.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
280,day4/members/allie/18_0334.webp,diffusion_low_step,partner,0,1,possible_partial_or_profile_artifact,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
281,day4/members/bao/08_0028.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
281,day4/members/bao/08_0028.webp,diffusion_low_step,partner,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
282,day4/members/bao/11_0549.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
282,day4/members/bao/11_0549.webp,diffusion_low_step,partner,0,1,possible_partial_or_profile_artifact,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
283,day4/members/bjorn/08_0670.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
283,day4/members/bjorn/08_0670.webp,diffusion_low_step,partner,0,1,possible_partial_or_profile_artifact,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
284,day4/members/cathal/13_0074.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
284,day4/members/cathal/13_0074.webp,diffusion_low_step,partner,0,1,possible_partial_or_profile_artifact,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
285,day4/members/cathal/13_0418.webp,diffusion_low_step,author,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass1,,structured_author_inspection,no,no
285,day4/members/cathal/13_0418.webp,diffusion_low_step,partner,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
286,day4/members/florian/10_0112.webp,diffusion_low_step,author,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass1,,structured_author_inspection,no,no
286,day4/members/florian/10_0112.webp,diffusion_low_step,partner,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
287,day4/members/florian/11_0412.webp,diffusion_low_step,author,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass1,,structured_author_inspection,no,no
287,day4/members/florian/11_0412.webp,diffusion_low_step,partner,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
288,day4/members/klaus/11_0401.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
288,day4/members/klaus/11_0401.webp,diffusion_low_step,partner,0,1,possible_partial_or_profile_artifact,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
289,day4/members/luca/10_0077.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
289,day4/members/luca/10_0077.webp,diffusion_low_step,partner,0,1,possible_partial_or_profile_artifact,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
290,day4/members/luca/11_0578.webp,diffusion_low_step,author,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass1,,structured_author_inspection,no,no
290,day4/members/luca/11_0578.webp,diffusion_low_step,partner,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
291,day4/members/luca/14_0559.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
291,day4/members/luca/14_0559.webp,diffusion_low_step,partner,0,1,possible_partial_or_profile_artifact,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
292,day4/members/onanong/12_0450.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
292,day4/members/onanong/12_0450.webp,diffusion_low_step,partner,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
293,day4/members/onanong/13_0378.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
293,day4/members/onanong/13_0378.webp,diffusion_low_step,partner,0,1,possible_partial_or_profile_artifact,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
294,day4/members/stevan/13_0149.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
294,day4/members/stevan/13_0149.webp,diffusion_low_step,partner,0,1,possible_partial_or_profile_artifact,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
295,day4/members/stevan/13_0714.webp,diffusion_low_step,author,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass1,,structured_author_inspection,no,no
295,day4/members/stevan/13_0714.webp,diffusion_low_step,partner,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
296,day4/members/werner/08_0337.webp,diffusion_low_step,author,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass1,,structured_author_inspection,no,no
296,day4/members/werner/08_0337.webp,diffusion_low_step,partner,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
297,day4/members/werner/09_0017.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
297,day4/members/werner/09_0017.webp,diffusion_low_step,partner,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
298,day4/members/werner/12_0528.webp,diffusion_low_step,author,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass1,,structured_author_inspection,no,no
298,day4/members/werner/12_0528.webp,diffusion_low_step,partner,0,1,mask_patch_or_synthetic_region,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
299,day4/members/werner/18_0362.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
299,day4/members/werner/18_0362.webp,diffusion_low_step,partner,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
300,day4/members/werner/18_0672.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,diffusion_quality_pass1,,structured_author_inspection,no,no
300,day4/members/werner/18_0672.webp,diffusion_low_step,partner,0,1,possible_partial_or_profile_artifact,expanded_structured_visual_review,FAIL,diffusion_quality_pass2,,genuine_manual_partner_review,not_established,no
301,five_case/riddle/large_frontal,riddle,author,0,1,five_case_Expression and gaze changed despite impr,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
301,five_case/riddle/large_frontal,riddle,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
302,five_case/riddle/profile_occluded,riddle,author,0,1,five_case_Profile geometry and pose were replaced ,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
302,five_case/riddle/profile_occluded,riddle,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
303,five_case/riddle/small_distant,riddle,author,0,1,five_case_Generated face geometry was implausible ,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
303,five_case/riddle/small_distant,riddle,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
304,five_case/riddle/edge_partial,riddle,author,0,1,five_case_The replacement altered expression and f,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
304,five_case/riddle/edge_partial,riddle,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
305,five_case/riddle/multi_face,riddle,author,0,1,five_case_Only one of two reviewed faces was align,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
305,five_case/riddle/multi_face,riddle,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
306,five_case/fams/large_frontal,fams,author,0,1,five_case_Severe coloured rectangular corruption,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
306,five_case/fams/large_frontal,fams,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
307,five_case/fams/profile_occluded,fams,author,0,1,five_case_Severe coloured rectangular corruption,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
307,five_case/fams/profile_occluded,fams,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
308,five_case/fams/small_distant,fams,author,0,1,five_case_Severe coloured corruption on the target,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
308,five_case/fams/small_distant,fams,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
309,five_case/fams/edge_partial,fams,author,0,1,five_case_Severe coloured rectangular corruption,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
309,five_case/fams/edge_partial,fams,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
310,five_case/fams/multi_face,fams,author,0,1,five_case_Severe coloured corruption despite both ,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
310,five_case/fams/multi_face,fams,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
311,five_case/nullface/large_frontal,nullface,author,0,1,five_case_Malformed eyes and mouth remained after ,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
311,five_case/nullface/large_frontal,nullface,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
312,five_case/nullface/profile_occluded,nullface,author,0,1,five_case_Output remained close to the source and ,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
312,five_case/nullface/profile_occluded,nullface,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
313,five_case/nullface/small_distant,nullface,author,0,1,five_case_Output remained close to the source at d,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
313,five_case/nullface/small_distant,nullface,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
314,five_case/nullface/edge_partial,nullface,author,0,1,five_case_facial geometry was visibly distorted,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
314,five_case/nullface/edge_partial,nullface,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
315,five_case/nullface/multi_face,nullface,author,0,1,five_case_One reviewed face was missed and the pro,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
315,five_case/nullface/multi_face,nullface,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
316,five_case/styleid_stylegan/large_frontal,styleid_stylegan,author,0,1,five_case_Synthetic face appeared pasted and did n,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
316,five_case/styleid_stylegan/large_frontal,styleid_stylegan,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
317,five_case/styleid_stylegan/profile_occluded,styleid_stylegan,author,0,1,five_case_Frontal synthetic face replaced a profil,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
317,five_case/styleid_stylegan/profile_occluded,styleid_stylegan,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
318,five_case/styleid_stylegan/small_distant,styleid_stylegan,author,0,1,five_case_Face scale and source appearance were no,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
318,five_case/styleid_stylegan/small_distant,styleid_stylegan,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
319,five_case/styleid_stylegan/edge_partial,styleid_stylegan,author,0,1,five_case_Large frontal portrait was pasted into a,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
319,five_case/styleid_stylegan/edge_partial,styleid_stylegan,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
320,five_case/styleid_stylegan/multi_face,styleid_stylegan,author,0,1,five_case_Only one face was aligned and the replac,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
320,five_case/styleid_stylegan/multi_face,styleid_stylegan,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
321,five_case/diffusion_low_step/large_frontal,diffusion_low_step,author,0,1,five_case_Tuning removed the mask seam but changed,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
321,five_case/diffusion_low_step/large_frontal,diffusion_low_step,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
322,five_case/diffusion_low_step/profile_occluded,diffusion_low_step,author,0,1,five_case_Output was plausible but did not preserv,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
322,five_case/diffusion_low_step/profile_occluded,diffusion_low_step,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
323,five_case/diffusion_low_step/small_distant,diffusion_low_step,author,0,1,five_case_Distant-face appearance changed substant,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
323,five_case/diffusion_low_step/small_distant,diffusion_low_step,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
324,five_case/diffusion_low_step/edge_partial,diffusion_low_step,author,0,1,five_case_The generated face altered facial geomet,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
324,five_case/diffusion_low_step/edge_partial,diffusion_low_step,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
325,five_case/diffusion_low_step/multi_face,diffusion_low_step,author,0,1,five_case_Both boxes were processed but the visibl,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
325,five_case/diffusion_low_step/multi_face,diffusion_low_step,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
326,five_case/reverse_personalization/large_frontal,reverse_personalization,author,0,1,five_case_All guidance settings changed expression,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
326,five_case/reverse_personalization/large_frontal,reverse_personalization,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
327,five_case/reverse_personalization/profile_occluded,reverse_personalization,author,0,1,five_case_Output was visually coherent but changed,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
327,five_case/reverse_personalization/profile_occluded,reverse_personalization,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
328,five_case/reverse_personalization/small_distant,reverse_personalization,author,0,1,five_case_Distant face changed strongly without re,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
328,five_case/reverse_personalization/small_distant,reverse_personalization,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
329,five_case/reverse_personalization/edge_partial,reverse_personalization,author,0,1,five_case_Edge face was plausible but facial appea,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
329,five_case/reverse_personalization/edge_partial,reverse_personalization,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
330,five_case/reverse_personalization/multi_face,reverse_personalization,author,0,1,five_case_Embedding-stage face detection failed un,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
330,five_case/reverse_personalization/multi_face,reverse_personalization,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
331,five_case/falco/large_frontal,falco,author,0,1,five_case_Expression changed from speaking to smil,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
331,five_case/falco/large_frontal,falco,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
332,five_case/falco/profile_occluded,falco,author,0,1,five_case_Profile pose and expression changed subs,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
332,five_case/falco/profile_occluded,falco,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
333,five_case/falco/small_distant,falco,author,0,1,five_case_Generated facial geometry did not preser,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
333,five_case/falco/small_distant,falco,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
334,five_case/falco/edge_partial,falco,author,0,1,five_case_Edge-face result contained implausible f,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
334,five_case/falco/edge_partial,falco,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
335,five_case/falco/multi_face,falco,author,0,1,five_case_Overlapping synthetic faces created a se,expanded_structured_visual_review,FAIL,author_recipe_five_case,,structured_author_inspection,no,no
335,five_case/falco/multi_face,falco,partner,0,1,five_case_stress_fail,expanded_structured_visual_review,FAIL,partner_five_case_independent,,genuine_manual_partner_review,not_established,no
336,day1/members/allie/08_0276.webp,nullface,author,1,0,none,expanded_structured_visual_review,PASS,author_residual_edge=0.061_delta=0.051,outputs/03_anonymisation/03_nullface/images/day1/members/allie/08_0276.webp,heuristic_or_automatically_generated,no,yes
336,day1/members/allie/08_0276.webp,nullface,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.061_delta=0.051,outputs/03_anonymisation/03_nullface/images/day1/members/allie/08_0276.webp,heuristic_or_automatically_generated,no,yes
337,day1/members/allie/18_0412.webp,nullface,author,1,0,none,expanded_structured_visual_review,PASS,author_residual_edge=0.047_delta=0.036,outputs/03_anonymisation/03_nullface/images/day1/members/allie/18_0412.webp,heuristic_or_automatically_generated,no,yes
337,day1/members/allie/18_0412.webp,nullface,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.047_delta=0.036,outputs/03_anonymisation/03_nullface/images/day1/members/allie/18_0412.webp,heuristic_or_automatically_generated,no,yes
338,day1/members/bjorn/18_0340.webp,nullface,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.044_delta=0.001,outputs/03_anonymisation/03_nullface/images/day1/members/bjorn/18_0340.webp,heuristic_or_automatically_generated,no,yes
338,day1/members/bjorn/18_0340.webp,nullface,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.044_delta=0.001,outputs/03_anonymisation/03_nullface/images/day1/members/bjorn/18_0340.webp,heuristic_or_automatically_generated,no,yes
339,day1/members/cathal/14_0490.webp,nullface,author,1,0,none,expanded_structured_visual_review,PASS,author_residual_edge=0.083_delta=0.040,outputs/03_anonymisation/03_nullface/images/day1/members/cathal/14_0490.webp,heuristic_or_automatically_generated,no,yes
339,day1/members/cathal/14_0490.webp,nullface,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.083_delta=0.040,outputs/03_anonymisation/03_nullface/images/day1/members/cathal/14_0490.webp,heuristic_or_automatically_generated,no,yes
340,day1/members/florian/15_0199.webp,nullface,author,1,0,none,expanded_structured_visual_review,PASS,author_residual_edge=0.059_delta=0.056,outputs/03_anonymisation/03_nullface/images/day1/members/florian/15_0199.webp,heuristic_or_automatically_generated,no,yes
340,day1/members/florian/15_0199.webp,nullface,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.059_delta=0.056,outputs/03_anonymisation/03_nullface/images/day1/members/florian/15_0199.webp,heuristic_or_automatically_generated,no,yes
341,day1/members/klaus/10_0063.webp,nullface,author,1,0,none,expanded_structured_visual_review,PASS,author_residual_edge=0.010_delta=0.049,outputs/03_anonymisation/03_nullface/images/day1/members/klaus/10_0063.webp,heuristic_or_automatically_generated,no,yes
341,day1/members/klaus/10_0063.webp,nullface,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.010_delta=0.049,outputs/03_anonymisation/03_nullface/images/day1/members/klaus/10_0063.webp,heuristic_or_automatically_generated,no,yes
342,day1/members/luca/08_0716.webp,nullface,author,1,0,none,expanded_structured_visual_review,PASS,author_residual_edge=0.059_delta=0.053,outputs/03_anonymisation/03_nullface/images/day1/members/luca/08_0716.webp,heuristic_or_automatically_generated,no,yes
342,day1/members/luca/08_0716.webp,nullface,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.059_delta=0.053,outputs/03_anonymisation/03_nullface/images/day1/members/luca/08_0716.webp,heuristic_or_automatically_generated,no,yes
343,day1/members/onanong/08_0611.webp,nullface,author,1,0,none,expanded_structured_visual_review,PASS,author_residual_edge=0.047_delta=0.050,outputs/03_anonymisation/03_nullface/images/day1/members/onanong/08_0611.webp,heuristic_or_automatically_generated,no,yes
343,day1/members/onanong/08_0611.webp,nullface,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.047_delta=0.050,outputs/03_anonymisation/03_nullface/images/day1/members/onanong/08_0611.webp,heuristic_or_automatically_generated,no,yes
344,day1/members/onanong/19_0261.webp,nullface,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.040_delta=0.001,outputs/03_anonymisation/03_nullface/images/day1/members/onanong/19_0261.webp,heuristic_or_automatically_generated,no,yes
344,day1/members/onanong/19_0261.webp,nullface,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.040_delta=0.001,outputs/03_anonymisation/03_nullface/images/day1/members/onanong/19_0261.webp,heuristic_or_automatically_generated,no,yes
345,day1/members/stevan/18_0660.webp,nullface,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.010_delta=0.002,outputs/03_anonymisation/03_nullface/images/day1/members/stevan/18_0660.webp,heuristic_or_automatically_generated,no,yes
345,day1/members/stevan/18_0660.webp,nullface,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.010_delta=0.002,outputs/03_anonymisation/03_nullface/images/day1/members/stevan/18_0660.webp,heuristic_or_automatically_generated,no,yes
346,day1/members/tien/15_0585.webp,nullface,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.104_delta=0.027,outputs/03_anonymisation/03_nullface/images/day1/members/tien/15_0585.webp,heuristic_or_automatically_generated,no,yes
346,day1/members/tien/15_0585.webp,nullface,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.104_delta=0.027,outputs/03_anonymisation/03_nullface/images/day1/members/tien/15_0585.webp,heuristic_or_automatically_generated,no,yes
