relative_path,face_id,selected_method_rule,selected_method_learned,alternative_method_scores,feature_values,reason_for_selection,evidence_availability,selected_method_had_valid_output,failure_fallback,oracle_best_method,oracle_best_score,best_available_alternative
day1/members/cathal/09_0142.webp,0,blur,blur,"{""blur"": 0.9873363452571754, ""diffusion"": 0.9855780391574429, ""pixelate"": 0.6613547564215387}","{""blur_score"": 0.0235882761439409, ""face_box_count"": 3, ""face_size_px"": 297.8623843320939, ""occlusion_ratio"": 0.1567255021302495, ""webp_artifact_score"": 0.4012934649619137}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9873363452571754,blur
day1/members/stevan/18_0389.webp,0,blur,pixelate,"{""blur"": 0.7867174095714814, ""diffusion"": 0.7839775650622641, ""pixelate"": 0.39587266898458506}","{""blur_score"": 0.038892286176378, ""face_box_count"": 5, ""face_size_px"": 252.0, ""occlusion_ratio"": 0.3015243134290754, ""webp_artifact_score"": 0.4891699103031452}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.7867174095714814,blur
day3/members/stevan/17_0701.webp,0,blur,pixelate,"{""blur"": 0.9853876700537209, ""diffusion"": 0.8422035722019304, ""pixelate"": 0.9905892538862879}","{""blur_score"": 0.0299356233766348, ""face_box_count"": 7, ""face_size_px"": 234.34589819324768, ""occlusion_ratio"": 0.3062566007502094, ""webp_artifact_score"": 0.463181551291898}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9905892538862879,pixelate
day3/members/werner/08_0665.webp,0,blur,pixelate,"{""blur"": 0.9880847196710502, ""diffusion"": 0.9860950516032743, ""pixelate"": 0.49605139820534355}","{""blur_score"": 0.0489415698152154, ""face_box_count"": 2, ""face_size_px"": 302.5293374203566, ""occlusion_ratio"": 0.3492745072330755, ""webp_artifact_score"": 0.3836639180881276}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9880847196710502,blur
day4/fixed/living1/10_0590.webp,0,blur,pixelate,"{""blur"": 0.9915153899420655, ""diffusion"": 0.9909429907552494, ""pixelate"": 0.9935310165088022}","{""blur_score"": 0.0116935361695083, ""face_box_count"": 3, ""face_size_px"": 164.4080290010193, ""occlusion_ratio"": 0.0164261931187569, ""webp_artifact_score"": 0.5327133675031295}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9935310165088022,pixelate
day1/members/florian/10_0451.webp,0,blur,pixelate,"{""blur"": 0.9917733508875316, ""diffusion"": 0.9911747594501129, ""pixelate"": 0.9927913385066148}","{""blur_score"": 0.0574807631301493, ""face_box_count"": 4, ""face_size_px"": 115.5162326255492, ""occlusion_ratio"": 0.0343974820143885, ""webp_artifact_score"": 0.4052401458105139}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9927913385066148,pixelate
day2/members/werner/11_0279.webp,0,blur,pixelate,"{""blur"": 0.9905022228613131, ""diffusion"": 0.6603767595547401, ""pixelate"": 0.9932235863087189}","{""blur_score"": 0.0371990500830833, ""face_box_count"": 3, ""face_size_px"": 175.8180878066873, ""occlusion_ratio"": 0.1124482401656314, ""webp_artifact_score"": 0.3304772408232925}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9932235863087189,pixelate
day4/members/allie/14_0174.webp,0,blur,pixelate,"{""blur"": 0.9876768042083933, ""diffusion"": 0.9844339634457765, ""pixelate"": 0.9916090021436638}","{""blur_score"": 0.0215831633340042, ""face_box_count"": 4, ""face_size_px"": 207.12315177207975, ""occlusion_ratio"": 0.2074592074592074, ""webp_artifact_score"": 0.4372909037393793}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9916090021436638,pixelate
day4/members/cathal/15_0372.webp,0,blur,blur,"{""blur"": 0.9839713466523424, ""diffusion"": 0.9769925594988506, ""pixelate"": 0.7429952149496613}","{""blur_score"": 0.0210048934697157, ""face_box_count"": 4, ""face_size_px"": 419.06562731868144, ""occlusion_ratio"": 0.221582315962099, ""webp_artifact_score"": 0.5535571236260672}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9839713466523424,blur
day4/fixed/living2/10_0593.webp,0,blur,pixelate,"{""blur"": 0.9889445887168183, ""diffusion"": 0.9885349750071635, ""pixelate"": 0.9919251489204765}","{""blur_score"": 0.0108945883911211, ""face_box_count"": 5, ""face_size_px"": 172.71363582531637, ""occlusion_ratio"": 0.1747234327857861, ""webp_artifact_score"": 0.5521754767925531}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9919251489204765,pixelate
day3/fixed/living1/15_0503.webp,0,blur,pixelate,"{""blur"": 0.995682356470961, ""diffusion"": 0.9957005642562461, ""pixelate"": 0.9958047022005628}","{""blur_score"": 0.0050173379956735, ""face_box_count"": 3, ""face_size_px"": 60.44832503882965, ""occlusion_ratio"": 0.1625615763546798, ""webp_artifact_score"": 0.464773723702053}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9958047022005628,pixelate
day1/members/klaus/17_0637.webp,0,blur,blur,"{""blur"": 0.7394181332714507, ""diffusion"": 0.7361476790578635, ""pixelate"": 0.4954399854125316}","{""blur_score"": 0.076189883406889, ""face_box_count"": 4, ""face_size_px"": 347.522661131616, ""occlusion_ratio"": 0.1020600801510284, ""webp_artifact_score"": 0.5139167065723269}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.7394181332714507,blur
day3/members/werner/15_0224.webp,0,blur,pixelate,"{""blur"": 0.9907485889656633, ""diffusion"": 0.9890968307223907, ""pixelate"": 0.4966518389040968}","{""blur_score"": 0.0231776674924149, ""face_box_count"": 2, ""face_size_px"": 223.4479805234319, ""occlusion_ratio"": 0.3360441827394901, ""webp_artifact_score"": 0.545691210220526}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9907485889656633,blur
day3/fixed/living1/20_0335.webp,0,blur,pixelate,"{""blur"": 0.9927759773058646, ""diffusion"": 0.9917815640099028, ""pixelate"": 0.9945434000311174}","{""blur_score"": 0.0123446564143797, ""face_box_count"": 4, ""face_size_px"": 229.0436639595167, ""occlusion_ratio"": 0.1056785040315663, ""webp_artifact_score"": 0.4893976953720607}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9945434000311174,pixelate
day4/fixed/living1/13_0219.webp,0,blur,pixelate,"{""blur"": 0.994808291235302, ""diffusion"": 0.9941868346829456, ""pixelate"": 0.9951641372568952}","{""blur_score"": 0.0165871420548835, ""face_box_count"": 4, ""face_size_px"": 86.45229898620394, ""occlusion_ratio"": 0.0631522611720631, ""webp_artifact_score"": 0.3349335251654031}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9951641372568952,pixelate
day4/fixed/living2/10_0551.webp,0,blur,pixelate,"{""blur"": 0.9941180600608585, ""diffusion"": 0.9938053366704523, ""pixelate"": 0.9946569419023379}","{""blur_score"": 0.0085661802820283, ""face_box_count"": 1, ""face_size_px"": 141.85908501044267, ""occlusion_ratio"": 0.2415523752733055, ""webp_artifact_score"": 0.455855149782634}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9946569419023379,pixelate
day3/members/klaus/14_0124.webp,0,blur,blur,"{""blur"": 0.9850906401340175, ""diffusion"": 0.9799382090690824, ""pixelate"": 0.33035648887822394}","{""blur_score"": 0.0305032519237714, ""face_box_count"": 3, ""face_size_px"": 360.45388054507055, ""occlusion_ratio"": 0.3227970321796085, ""webp_artifact_score"": 0.393405744489919}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9850906401340175,blur
day2/fixed/living1/15_0148.webp,0,blur,pixelate,"{""blur"": 0.9952911823539732, ""diffusion"": 0.9953952655597246, ""pixelate"": 0.9954615356251187}","{""blur_score"": 0.0149865847898049, ""face_box_count"": 1, ""face_size_px"": 68.99275324264136, ""occlusion_ratio"": 0.3680672268907563, ""webp_artifact_score"": 0.4191853048526646}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9954615356251187,pixelate
day3/members/werner/17_0055.webp,0,blur,pixelate,"{""blur"": 0.9921183479192703, ""diffusion"": 0.9896012439983112, ""pixelate"": 0.6627588035298321}","{""blur_score"": 0.0188306382152369, ""face_box_count"": 3, ""face_size_px"": 228.2104292095346, ""occlusion_ratio"": 0.2668394777265744, ""webp_artifact_score"": 0.5805133082064411}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9921183479192703,blur
day4/members/bao/13_0648.webp,0,blur,pixelate,"{""blur"": 0.9837414948224444, ""diffusion"": 0.978211972153014, ""pixelate"": 0.8660147012097565}","{""blur_score"": 0.0306871764797008, ""face_box_count"": 8, ""face_size_px"": 276.40549922170504, ""occlusion_ratio"": 0.3781937172774869, ""webp_artifact_score"": 0.4027497263455535}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9837414948224444,blur
day4/members/luca/09_0661.webp,0,blur,pixelate,"{""blur"": 0.9911058419101009, ""diffusion"": 0.9910314602387311, ""pixelate"": 0.9933025203581533}","{""blur_score"": 0.0177170244928907, ""face_box_count"": 4, ""face_size_px"": 215.49013898552292, ""occlusion_ratio"": 0.1730984580928589, ""webp_artifact_score"": 0.4272046719343363}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9933025203581533,pixelate
day4/members/klaus/08_0503.webp,0,pixelate,blur,"{""blur"": 0.0, ""diffusion"": 0.9328709898884623, ""pixelate"": 0.0}","{""blur_score"": 0.0157014630358868, ""face_box_count"": 1, ""face_size_px"": 1000.146989197088, ""occlusion_ratio"": 0.5541510795826028, ""webp_artifact_score"": 0.5275182293408571}",sharper_large_face,full_for_blur_pixelate_diffusion_proxy,yes,,diffusion,0.9328709898884623,diffusion
day4/members/onanong/11_0231.webp,0,blur,blur,"{""blur"": 0.9793353464836195, ""diffusion"": 0.9648144533591966, ""pixelate"": 0.7681738598500241}","{""blur_score"": 0.0376402522627341, ""face_box_count"": 9, ""face_size_px"": 372.7331485124445, ""occlusion_ratio"": 0.2963110919167926, ""webp_artifact_score"": 0.3805409806977238}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9793353464836195,blur
day2/fixed/living1/12_0153.webp,0,blur,pixelate,"{""blur"": 0.9942066663385468, ""diffusion"": 0.9942245833742643, ""pixelate"": 0.9947374306363855}","{""blur_score"": 0.0069503825089518, ""face_box_count"": 4, ""face_size_px"": 90.33271832508971, ""occlusion_ratio"": 0.0002450980392156, ""webp_artifact_score"": 0.4741321835391234}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9947374306363855,pixelate
day3/fixed/kitchen/20_0069.webp,0,blur,pixelate,"{""blur"": 0.995280430320641, ""diffusion"": 0.995407899872251, ""pixelate"": 0.995602022354719}","{""blur_score"": 0.0115933453325954, ""face_box_count"": 1, ""face_size_px"": 104.06728592598157, ""occlusion_ratio"": 0.1866112650046167, ""webp_artifact_score"": 0.4482280723753304}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.995602022354719,pixelate
day3/fixed/living1/12_0034.webp,0,blur,pixelate,"{""blur"": 0.9950133144394927, ""diffusion"": 0.9949584769402131, ""pixelate"": 0.9955813126394996}","{""blur_score"": 0.0045782162844158, ""face_box_count"": 3, ""face_size_px"": 92.80624978954812, ""occlusion_ratio"": 0.3099965168930686, ""webp_artifact_score"": 0.4718278354121246}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9955813126394996,pixelate
day2/members/florian/19_0106.webp,0,blur,pixelate,"{""blur"": 0.994825322551253, ""diffusion"": 0.9945289024384864, ""pixelate"": 0.9952576946272256}","{""blur_score"": 0.0346599935035957, ""face_box_count"": 1, ""face_size_px"": 115.1086443322134, ""occlusion_ratio"": 0.0982641509433962, ""webp_artifact_score"": 0.3980462384933556}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9952576946272256,pixelate
day3/members/klaus/12_0571.webp,0,blur,pixelate,"{""blur"": 0.9968434905261883, ""diffusion"": 0.9968434905261883, ""pixelate"": 0.9968434905261883}","{""blur_score"": 0.0053109440882545, ""face_box_count"": 0, ""face_size_px"": 0.0, ""occlusion_ratio"": 1.0, ""webp_artifact_score"": 0.5526587488963957}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9968434905261883,blur
day3/members/klaus/11_0115.webp,0,blur,pixelate,"{""blur"": 0.9951619797219419, ""diffusion"": 0.9951619797219419, ""pixelate"": 0.9951619797219419}","{""blur_score"": 0.0104389945996101, ""face_box_count"": 0, ""face_size_px"": 0.0, ""occlusion_ratio"": 1.0, ""webp_artifact_score"": 0.4482517110921966}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9951619797219419,blur
day3/members/klaus/10_0639.webp,0,blur,pixelate,"{""blur"": 0.9959962019800433, ""diffusion"": 0.9959962019800433, ""pixelate"": 0.9959962019800433}","{""blur_score"": 0.0091990205909636, ""face_box_count"": 0, ""face_size_px"": 0.0, ""occlusion_ratio"": 1.0, ""webp_artifact_score"": 0.5381601647396046}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9959962019800433,blur
day3/members/klaus/12_0328.webp,0,blur,pixelate,"{""blur"": 0.9967230621427974, ""diffusion"": 0.9967230621427974, ""pixelate"": 0.9967230621427974}","{""blur_score"": 0.0021930613542776, ""face_box_count"": 0, ""face_size_px"": 0.0, ""occlusion_ratio"": 1.0, ""webp_artifact_score"": 0.6256744052664036}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9967230621427974,blur
day3/members/klaus/17_0613.webp,0,blur,blur,"{""blur"": 0.9812446890253863, ""diffusion"": 0.9775362935575523, ""pixelate"": 0.864896051942706}","{""blur_score"": 0.017242337103348, ""face_box_count"": 8, ""face_size_px"": 346.92506395473936, ""occlusion_ratio"": 0.3130436950073531, ""webp_artifact_score"": 0.3334872427096198}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9812446890253863,blur
day3/members/klaus/11_0554.webp,0,blur,blur,"{""blur"": 0.9840368757597161, ""diffusion"": 0.9806477383132894, ""pixelate"": 0.33024332190386724}","{""blur_score"": 0.024533793115304, ""face_box_count"": 3, ""face_size_px"": 365.4216742340279, ""occlusion_ratio"": 0.1365729819595156, ""webp_artifact_score"": 0.3784967322026049}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9840368757597161,blur
day3/members/klaus/08_0430.webp,0,blur,pixelate,"{""blur"": 0.9902927695979146, ""diffusion"": 0.9902998388733989, ""pixelate"": 0.993248351697248}","{""blur_score"": 0.0196679369628857, ""face_box_count"": 3, ""face_size_px"": 238.1176179958132, ""occlusion_ratio"": 0.1209523809523809, ""webp_artifact_score"": 0.4060714923549486}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.993248351697248,pixelate
day3/members/klaus/12_0509.webp,0,blur,pixelate,"{""blur"": 0.998575346280203, ""diffusion"": 0.9985479084371512, ""pixelate"": 0.9985796463133453}","{""blur_score"": 0.0003696974754952, ""face_box_count"": 2, ""face_size_px"": 21.908902300206645, ""occlusion_ratio"": 0.0, ""webp_artifact_score"": 0.0}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9985796463133453,pixelate
day3/members/klaus/09_0121.webp,0,blur,blur,"{""blur"": 0.9856117075307617, ""diffusion"": 0.7854854112624423, ""pixelate"": 0.5946637256411117}","{""blur_score"": 0.0366287791423099, ""face_box_count"": 5, ""face_size_px"": 301.9784760541718, ""occlusion_ratio"": 0.1662444758802952, ""webp_artifact_score"": 0.322127632250603}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9856117075307617,blur
day3/members/klaus/11_0074.webp,0,blur,pixelate,"{""blur"": 0.49782490706668087, ""diffusion"": 0.9954706018377122, ""pixelate"": 0.9957068877366045}","{""blur_score"": 0.0066179940490781, ""face_box_count"": 2, ""face_size_px"": 34.322004603461025, ""occlusion_ratio"": 0.0874363327674023, ""webp_artifact_score"": 0.4954189063147884}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9957068877366045,pixelate
day3/members/klaus/18_0475.webp,0,blur,pixelate,"{""blur"": 0.9862433929092607, ""diffusion"": 0.7396950539749607, ""pixelate"": 0.9912769594741189}","{""blur_score"": 0.0447005796525672, ""face_box_count"": 4, ""face_size_px"": 227.15633383201092, ""occlusion_ratio"": 0.1060077519379845, ""webp_artifact_score"": 0.358094168661824}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9912769594741189,pixelate
day3/members/klaus/11_0513.webp,0,blur,blur,"{""blur"": 0.9819811377794879, ""diffusion"": 0.9811479795682234, ""pixelate"": 0.7916335452959399}","{""blur_score"": 0.0042281855111383, ""face_box_count"": 5, ""face_size_px"": 337.4403651017465, ""occlusion_ratio"": 0.3631101470149123, ""webp_artifact_score"": 0.6798596270878239}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9819811377794879,blur
day3/members/klaus/15_0325.webp,0,blur,pixelate,"{""blur"": 0.9942852015671623, ""diffusion"": 0.994159438644504, ""pixelate"": 0.9943134145140823}","{""blur_score"": 0.0332775853290827, ""face_box_count"": 1, ""face_size_px"": 19.44222209522358, ""occlusion_ratio"": 0.1798941798941798, ""webp_artifact_score"": 0.4228763905820281}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9943134145140823,pixelate
day3/members/klaus/13_0079.webp,0,blur,pixelate,"{""blur"": 0.9960545422590555, ""diffusion"": 0.9958608905658819, ""pixelate"": 0.9960572080744238}","{""blur_score"": 0.0042055325876111, ""face_box_count"": 1, ""face_size_px"": 38.67815921162743, ""occlusion_ratio"": 0.0, ""webp_artifact_score"": 0.6031627044854542}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9960572080744238,pixelate
day3/members/klaus/13_0130.webp,0,blur,pixelate,"{""blur"": 0.9948387248977326, ""diffusion"": 0.9948387248977326, ""pixelate"": 0.9948387248977326}","{""blur_score"": 0.026022790187951, ""face_box_count"": 0, ""face_size_px"": 0.0, ""occlusion_ratio"": 1.0, ""webp_artifact_score"": 0.4671213665473388}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9948387248977326,blur
day3/members/klaus/10_0605.webp,0,blur,pixelate,"{""blur"": 0.9957666731406253, ""diffusion"": 0.9957666731406253, ""pixelate"": 0.9957666731406253}","{""blur_score"": 0.01194323017499, ""face_box_count"": 0, ""face_size_px"": 0.0, ""occlusion_ratio"": 1.0, ""webp_artifact_score"": 0.3339909088622166}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9957666731406253,blur
day3/members/klaus/15_0256.webp,0,blur,pixelate,"{""blur"": 0.993420380464686, ""diffusion"": 0.9925174366545906, ""pixelate"": 0.9947011695130024}","{""blur_score"": 0.0148631911845909, ""face_box_count"": 1, ""face_size_px"": 200.97761069333072, ""occlusion_ratio"": 0.2780253515547632, ""webp_artifact_score"": 0.3835891311561035}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9947011695130024,pixelate
day3/members/florian/12_0276.webp,0,blur,pixelate,"{""blur"": 0.9964773972507336, ""diffusion"": 0.9964838191582627, ""pixelate"": 0.9964850961532132}","{""blur_score"": 0.0022525033485422, ""face_box_count"": 1, ""face_size_px"": 21.354156504062622, ""occlusion_ratio"": 0.131578947368421, ""webp_artifact_score"": 0.6670408639561227}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9964850961532132,pixelate
day3/members/klaus/17_0571.webp,0,blur,pixelate,"{""blur"": 0.9841836418426211, ""diffusion"": 0.9816853457970525, ""pixelate"": 0.9901795744755578}","{""blur_score"": 0.0169362458208969, ""face_box_count"": 4, ""face_size_px"": 270.0, ""occlusion_ratio"": 0.1795610425240055, ""webp_artifact_score"": 0.3513215612577784}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9901795744755578,pixelate
day3/members/klaus/08_0431.webp,0,blur,pixelate,"{""blur"": 0.9920657439947139, ""diffusion"": 0.9905867649533757, ""pixelate"": 0.993577549442756}","{""blur_score"": 0.0145429479131105, ""face_box_count"": 3, ""face_size_px"": 233.5123123092228, ""occlusion_ratio"": 0.1164172535211267, ""webp_artifact_score"": 0.4491417625213199}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.993577549442756,pixelate
day3/members/klaus/12_0005.webp,0,blur,blur,"{""blur"": 0.98612624815182, ""diffusion"": 0.9857087961128168, ""pixelate"": 0.49578936716587646}","{""blur_score"": 0.0067297725044441, ""face_box_count"": 2, ""face_size_px"": 372.4835566840501, ""occlusion_ratio"": 0.3347791616214034, ""webp_artifact_score"": 0.3417932493553994}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.98612624815182,blur
day3/members/klaus/12_0309.webp,0,blur,pixelate,"{""blur"": 0.9940597140052474, ""diffusion"": 0.9940731752186572, ""pixelate"": 0.9942316924154944}","{""blur_score"": 0.0498150942717076, ""face_box_count"": 1, ""face_size_px"": 66.18156843109719, ""occlusion_ratio"": 0.1497716894977169, ""webp_artifact_score"": 0.3155752093627475}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9942316924154944,pixelate
day3/members/klaus/15_0251.webp,0,blur,pixelate,"{""blur"": 0.9942565029120886, ""diffusion"": 0.9930776960705612, ""pixelate"": 0.9946164946483845}","{""blur_score"": 0.0100595833238912, ""face_box_count"": 2, ""face_size_px"": 106.95326081985532, ""occlusion_ratio"": 0.2128682577148352, ""webp_artifact_score"": 0.4330277112886014}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9946164946483845,pixelate
day3/members/klaus/11_0648.webp,0,blur,blur,"{""blur"": 0.9743435517597829, ""diffusion"": 0.9744611212484782, ""pixelate"": 0.4928506615509147}","{""blur_score"": 0.0109369281072893, ""face_box_count"": 4, ""face_size_px"": 364.8067981822707, ""occlusion_ratio"": 0.2832346487932433, ""webp_artifact_score"": 0.3619197555503755}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,diffusion,0.9744611212484782,diffusion
day3/members/tien/08_0288.webp,0,blur,pixelate,"{""blur"": 0.9952594372939548, ""diffusion"": 0.9952594372939548, ""pixelate"": 0.9952594372939548}","{""blur_score"": 0.1147020311145412, ""face_box_count"": 0, ""face_size_px"": 0.0, ""occlusion_ratio"": 1.0, ""webp_artifact_score"": 0.5685907934369405}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9952594372939548,blur
day2/members/florian/09_0544.webp,0,blur,pixelate,"{""blur"": 0.9941583671551711, ""diffusion"": 0.9941328605078924, ""pixelate"": 0.9944938773539548}","{""blur_score"": 0.0106583740925609, ""face_box_count"": 2, ""face_size_px"": 97.99489782636644, ""occlusion_ratio"": 0.1507289388732687, ""webp_artifact_score"": 0.5555773259023136}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9944938773539548,pixelate
day4/members/bao/08_0099.webp,0,blur,pixelate,"{""blur"": 0.9947826440383764, ""diffusion"": 0.9947826440383764, ""pixelate"": 0.9947826440383764}","{""blur_score"": 0.0693535812697666, ""face_box_count"": 0, ""face_size_px"": 0.0, ""occlusion_ratio"": 1.0, ""webp_artifact_score"": 0.5217759213340645}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9947826440383764,blur
day1/members/florian/09_0418.webp,0,blur,pixelate,"{""blur"": 0.9956495701425859, ""diffusion"": 0.9956495701425859, ""pixelate"": 0.9956495701425859}","{""blur_score"": 0.0201951647092523, ""face_box_count"": 0, ""face_size_px"": 0.0, ""occlusion_ratio"": 1.0, ""webp_artifact_score"": 0.3984586073453666}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9956495701425859,blur
day4/members/bjorn/08_0192.webp,0,blur,pixelate,"{""blur"": 0.9954864994533085, ""diffusion"": 0.9954864994533085, ""pixelate"": 0.9954864994533085}","{""blur_score"": 0.3077702298519987, ""face_box_count"": 0, ""face_size_px"": 0.0, ""occlusion_ratio"": 1.0, ""webp_artifact_score"": 0.5533448809344585}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9954864994533085,blur
day3/members/cathal/08_0038.webp,0,blur,pixelate,"{""blur"": 0.9947590098967504, ""diffusion"": 0.9947590098967504, ""pixelate"": 0.9947590098967504}","{""blur_score"": 0.0330883840586581, ""face_box_count"": 0, ""face_size_px"": 0.0, ""occlusion_ratio"": 1.0, ""webp_artifact_score"": 0.4957337757259079}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9947590098967504,blur
day3/members/tien/18_0094.webp,0,blur,pixelate,"{""blur"": 0.98820439948599, ""diffusion"": 0.9878360882798393, ""pixelate"": 0.9921054777523756}","{""blur_score"": 0.0350961602765586, ""face_box_count"": 5, ""face_size_px"": 204.8023437365891, ""occlusion_ratio"": 0.151010871638375, ""webp_artifact_score"": 0.4325434702830146}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9921054777523756,pixelate
day3/members/luca/20_0558.webp,0,blur,blur,"{""blur"": 0.8217021109738091, ""diffusion"": 0.6549010572437709, ""pixelate"": 0.8260369309350029}","{""blur_score"": 0.0434810052836274, ""face_box_count"": 6, ""face_size_px"": 328.3641271515511, ""occlusion_ratio"": 0.0408168943546367, ""webp_artifact_score"": 0.3887823193813005}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.8260369309350029,pixelate
day4/members/onanong/10_0675.webp,0,blur,pixelate,"{""blur"": 0.9859994770103944, ""diffusion"": 0.9852613364185391, ""pixelate"": 0.9909929899371571}","{""blur_score"": 0.0211040068171668, ""face_box_count"": 6, ""face_size_px"": 281.68067026333205, ""occlusion_ratio"": 0.2841802782819117, ""webp_artifact_score"": 0.3701507396688335}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9909929899371571,pixelate
day3/members/tien/18_0406.webp,0,blur,pixelate,"{""blur"": 0.988283695732422, ""diffusion"": 0.7901881071642471, ""pixelate"": 0.9924451622967833}","{""blur_score"": 0.044172921950271, ""face_box_count"": 5, ""face_size_px"": 208.4514331924825, ""occlusion_ratio"": 0.1812344656172327, ""webp_artifact_score"": 0.5878270347305554}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,pixelate,0.9924451622967833,pixelate
day4/members/stevan/12_0101.webp,0,blur,blur,"{""blur"": 0.9866705802996432, ""diffusion"": 0.9831245398400245, ""pixelate"": 0.7933893065781548}","{""blur_score"": 0.0581770250530765, ""face_box_count"": 5, ""face_size_px"": 289.84478604936123, ""occlusion_ratio"": 0.1784668491846208, ""webp_artifact_score"": 0.3943087577716841}",small_or_medium_face,full_for_blur_pixelate_diffusion_proxy,yes,,blur,0.9866705802996432,blur
